AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Year|ParameterName|RelativeDepth|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2008|Salinity|surface|2008-01-09|2008-03-06|58|35|39|38|37.1724137931034|1.23028924048169
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2011|Salinity|surface|2011-01-01|2011-03-06|65|34|35|34|34.1230769230769|0.331082141794728
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2012|Salinity|surface|2012-01-01|2012-03-06|65|34|37|36|35.9846153846154|0.695797826516162
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2016|Salinity|surface|2016-01-01|2016-03-06|66|26|34|31|30.4090909090909|1.94522905692777
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255123081321300|2017|Salinity|surface|2017-01-01|2017-03-06|65|35|37|36|35.6307692307692|0.517482812795229
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2007|Salinity|surface|2007-01-01|2007-03-06|79|29|35|33|32.8101265822785|1.64141862788767
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2008|Salinity|surface|2008-01-01|2008-03-06|86|26|40|38|34.6627906976744|4.1177105721113
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2011|Salinity|surface|2011-01-01|2011-03-06|108|30|35|33|32.8425925925926|1.14518118418769
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2012|Salinity|surface|2012-01-01|2012-03-06|66|25|35|33|32.1666666666667|2.40885119975562
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2013|Salinity|surface|2013-01-01|2013-03-06|65|26|35|32|31.8769230769231|2.50940538467092
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2014|Salinity|surface|2014-01-01|2014-03-06|65|28|35|32|31.7692307692308|1.73897626825051
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2015|Salinity|surface|2015-01-01|2015-03-06|65|30|35|34|33.6153846153846|1.44365321853436
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2016|Salinity|surface|2016-01-01|2016-03-06|66|0.4|26|17.5|16.9424242424242|6.70836585870005
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2017|Salinity|surface|2017-01-01|2017-03-06|65|34|36|36|35.3538461538462|0.738045756346812
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2018|Salinity|surface|2018-01-01|2018-03-06|65|28|34|32|31.6769230769231|2.00863520446481
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255432081303900|2019|Salinity|surface|2019-01-01|2019-03-06|65|25|35|30|30.6153846153846|2.31632998844824
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|2008|Salinity|surface|2008-01-01|2008-03-06|106|19|42|40|37.7075471698113|4.35117276174088
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|2011|Salinity|surface|2011-01-01|2011-03-06|92|34|39|36|36.3913043478261|0.925303891145984
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|2012|Salinity|surface|2012-01-01|2012-03-06|66|33|37|35|35.4090909090909|1.06665938225951
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|2013|Salinity|surface|2013-01-01|2013-03-06|65|32|37|35|35.1846153846154|1.19755359603845
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|2014|Salinity|surface|2014-01-01|2014-03-06|65|32|39|36|35.7846153846154|1.38623036158664
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|2015|Salinity|surface|2015-01-01|2015-03-06|62|34|40|37|36.9193548387097|1.70147849975841
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|2016|Salinity|surface|2016-01-01|2016-03-06|66|8.2|38|25.5|24.4878787878788|6.18426079536444
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|2017|Salinity|surface|2017-01-01|2017-03-06|60|34|42|38|37.7333333333333|1.60366811168314
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|2018|Salinity|surface|2018-01-01|2018-03-06|65|34|38|37|36.6769230769231|0.93721149406918
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255534081324000|2019|Salinity|surface|2019-01-01|2019-03-06|65|30|38|35|34.3076923076923|2.1788979218509
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255654081350200|2008|Salinity|surface|2008-01-01|2008-03-06|85|26|40|38|36.4588235294118|3.57089071580211
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255654081350200|2011|Salinity|surface|2011-01-01|2011-03-06|103|33|37|35|35.2135922330097|0.736319483047646
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|7|National Water Information System|255654081350200|2012|Salinity|surface|2012-01-01|2012-03-06|63|33|37|36|35.6190476190476|0.771018836399572
