AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Year|Month|ParameterName|RelativeDepth|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2012|10|Dissolved Oxygen Saturation|surface|2012-10-04|2012-10-04|1|86|86|86|86|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2012|11|Dissolved Oxygen Saturation|surface|2012-11-08|2012-11-08|1|89.2|89.2|89.2|89.2|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2012|12|Dissolved Oxygen Saturation|surface|2012-12-04|2012-12-04|1|93|93|93|93|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|1|Dissolved Oxygen Saturation|surface|2013-01-09|2013-01-09|1|111.1|111.1|111.1|111.1|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|2|Dissolved Oxygen Saturation|surface|2013-02-05|2013-02-05|1|111.3|111.3|111.3|111.3|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|3|Dissolved Oxygen Saturation|surface|2013-03-07|2013-03-07|1|100.3|100.3|100.3|100.3|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|4|Dissolved Oxygen Saturation|surface|2013-04-02|2013-04-02|1|102.6|102.6|102.6|102.6|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|5|Dissolved Oxygen Saturation|surface|2013-05-06|2013-05-06|1|104.7|104.7|104.7|104.7|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|6|Dissolved Oxygen Saturation|surface|2013-06-11|2013-06-11|1|245|245|245|245|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|7|Dissolved Oxygen Saturation|surface|2013-07-08|2013-07-08|1|133.9|133.9|133.9|133.9|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|8|Dissolved Oxygen Saturation|surface|2013-08-07|2013-08-07|1|134.1|134.1|134.1|134.1|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|9|Dissolved Oxygen Saturation|surface|2013-09-04|2013-09-04|1|142|142|142|142|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|10|Dissolved Oxygen Saturation|surface|2013-10-10|2013-10-10|1|91.3|91.3|91.3|91.3|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|11|Dissolved Oxygen Saturation|surface|2013-11-07|2013-11-07|1|97.7|97.7|97.7|97.7|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|12|Dissolved Oxygen Saturation|surface|2013-12-04|2013-12-04|1|109.4|109.4|109.4|109.4|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2014|1|Dissolved Oxygen Saturation|surface|2014-01-13|2014-01-13|1|125.6|125.6|125.6|125.6|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2014|2|Dissolved Oxygen Saturation|surface|2014-02-05|2014-02-05|1|116.5|116.5|116.5|116.5|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2014|3|Dissolved Oxygen Saturation|surface|2014-03-10|2014-03-10|1|112|112|112|112|
