AreaID|ManagedAreaName|ParameterName|RelativeDepth|ActivityType|Independent|Median|N|EarliestYear|LatestYear|tau|p|SennSlope|SennIntercept|Trend
1|Alligator Harbor Aquatic Preserve|pH|Surface|Field|TRUE|8.1|4228|1998|2022|-0.2601|0|-0.0195238095238095|42.5235294117646|-1
2|Apalachicola Bay Aquatic Preserve|pH|Surface|Field|TRUE|8|29954|1964|2022|-0.0626|0|0|8.05|-1
3|Apalachicola National Estuarine Research Reserve|pH|Surface|Field|TRUE|8|45869|1964|2022|-0.0743|0|-0.00230769230769233|8.05|-1
4|Banana River Aquatic Preserve|pH|Surface|Field|TRUE|8.2|20667|1990|2021|-0.076|0|-0.00190476190476186|15.0308686111111|-1
5|Big Bend Seagrasses Aquatic Preserve|pH|Surface|Field|TRUE|8|80689|1964|2022|-0.0443|0|0|8|-1
6|Biscayne Bay Aquatic Preserve|pH|Surface|Field|TRUE|7.95|3540|1970|2021|-0.0137|0.0768|-0.00124999999999975|9.36999999999997|0
8|Boca Ciega Bay Aquatic Preserve|pH|Surface|Field|TRUE|8.1|16132|1974|2021|-0.0109|0.3225|0|8.1|0
9|Cape Haze Aquatic Preserve|pH|Surface|Field|TRUE|8|6975|1989|2021|-0.0078|0.1721|0|8|0
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|pH|Surface|Field|TRUE|7.8|4263|1956|2021|-0.2472|0|-0.0139130434782608|40.3947826086957|-1
11|Cockroach Bay Aquatic Preserve|pH|Surface|Field|TRUE|7.6|14349|1989|2021|-0.1284|0|-0.0105555555555555|38.8809890109891|-1
14|Estero Bay Aquatic Preserve|pH|Surface|Field|TRUE|7.9|7613|1991|2022|-0.088|0|-0.00299999999999994|14.7508173076922|-1
15|Florida Keys National Marine Sanctuary|pH|Surface|Field|TRUE|8.02|3549|1970|2021|-0.0658|0|-0.00181818181818178|12.7670833333332|-1
16|Fort Clinch State Park Aquatic Preserve|pH|Surface|Field|TRUE|7.8|803|1994|2021|0.0093|0.8008|0|7.8|0
17|Fort Pickens State Park Aquatic Preserve|pH|Surface|Field|TRUE|8.1|761|1991|2019|-0.0247|0.5087|0|8.0675|0
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|pH|Surface|Field|TRUE|7.9|34853|1955|2022|0.0264|0|0|7.9|-1
19|Guana River Marsh Aquatic Preserve|pH|Surface|Field|TRUE|7.7|5312|1995|2021|-0.1815|0|-0.014|35.4769676086956|-1
20|Guana Tolomato Matanzas National Estuarine Research Reserve|pH|Surface|Field|TRUE|7.8|14866|1995|2022|-0.1997|0|-0.0142857142857142|36.4014285714285|-1
21|Indian River-Malabar to Vero Beach Aquatic Preserve|pH|Surface|Field|TRUE|8|38932|1980|2021|-0.1504|0|-0.0108333333333333|30.3294444444448|-1
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|pH|Surface|Field|TRUE|8.03|5345|1992|2021|-0.128|0|-0.00647058823529408|18.8092105263158|-1
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|pH|Surface|Field|TRUE|8.1|6521|1972|2021|-0.1231|0|-0.00571428571428572|19.5964705882352|-1
25|Lemon Bay Aquatic Preserve|pH|Surface|Field|TRUE|8|7485|1955|2022|0.0773|0|0|7.95|-1
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|pH|Surface|Field|TRUE|7.75|7461|1991|2021|0.0012|0.0346|0.00090909090909089|7.15468749999996|1
28|Matlacha Pass Aquatic Preserve|pH|Surface|Field|TRUE|7.93|6427|1990|2022|0.0685|0|0|6.46785714285717|-1
29|Mosquito Lagoon Aquatic Preserve|pH|Surface|Field|TRUE|7.9|3575|1991|2021|-0.1011|0|-0.00419181818181815|11.0241071428572|-1
30|Nassau River-St. Johns River Marshes Aquatic Preserve|pH|Surface|Field|TRUE|7.66|17534|1982|2022|0.0507|0|0.004|6.77750000000002|1
48|Nature Coast Aquatic Preserve|pH|Surface|Field|TRUE|8.15|4081|1991|2022|-0.1109|0|-0.00555555555555554|14.794743083004|-1
31|North Fork St. Lucie Aquatic Preserve|pH|Surface|Field|TRUE|7.7|3190|1989|2021|-0.1314|0|-0.00800000000000001|26.0329166666666|-1
33|Pellicer Creek Aquatic Preserve|pH|Surface|Field|TRUE|7.29|748|2004|2022|-0.048|0.1017|-0.0166666666666666|50.03375|0
34|Pine Island Sound Aquatic Preserve|pH|Surface|Field|TRUE|8.1|19557|1955|2022|0.1028|0|0|8.1|-1
35|Pinellas County Aquatic Preserve|pH|Surface|Field|TRUE|8.1|51251|1955|2022|-0.0167|0|0|8.115|-1
37|Rocky Bayou State Park Aquatic Preserve|pH|Surface|Field|TRUE|8|303|1994|2021|-0.0299|0.5482|-0.00272727272727267|18.8661538461539|0
38|Rookery Bay Aquatic Preserve|pH|Surface|Field|TRUE|7.84|1501|1955|2021|-0.1118|0|-0.00533333333333334|19.86725|-1
39|Rookery Bay National Estuarine Research Reserve|pH|Surface|Field|TRUE|7.8|5984|1955|2021|-0.1951|0|-0.0103846153846154|30.2419298245614|-1
40|St. Andrews State Park Aquatic Preserve|pH|Surface|Field|TRUE|8.1|928|1998|2022|-0.1385|0|-0.00588235294117645|25.7189999999997|-1
41|St. Joseph Bay Aquatic Preserve|pH|Surface|Field|TRUE|8.1|3464|1991|2022|-0.145|0|-0.00666666666666672|18.1183574879227|-1
43|St. Martins Marsh Aquatic Preserve|pH|Surface|Field|TRUE|8.1|4102|1991|2022|-0.0784|0|0|17.4484249084249|-1
44|Terra Ceia Aquatic Preserve|pH|Surface|Field|TRUE|8|16147|1989|2021|-0.0085|0.237|0|8|0
45|Tomoka Marsh Aquatic Preserve|pH|Surface|Field|TRUE|7.6|342|1997|2021|0.143|0|0.01|-11.8538877777777|1
47|Yellow River Marsh Aquatic Preserve|pH|Surface|Field|TRUE|7.8|523|1977|2021|-0.0551|0.0933|0|16.8727272727273|0
